area_fips,year,qtr,area_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl
20005,2011,1,"Atchison County, Kansas",12,204,206,205
20005,2011,2,"Atchison County, Kansas",12,214,227,215
20005,2011,3,"Atchison County, Kansas",12,210,198,201
20005,2011,4,"Atchison County, Kansas",13,203,196,190
20011,2011,1,"Bourbon County, Kansas",9,188,188,201
20011,2011,2,"Bourbon County, Kansas",10,203,230,226
20011,2011,3,"Bourbon County, Kansas",10,223,221,219
20011,2011,4,"Bourbon County, Kansas",11,223,224,221
20013,2011,1,"Brown County, Kansas",5,109,97,99
20013,2011,2,"Brown County, Kansas",5,116,113,113
20013,2011,3,"Brown County, Kansas",5,115,112,114
20013,2011,4,"Brown County, Kansas",5,113,102,96
20021,2011,1,"Cherokee County, Kansas",9,144,143,150
20021,2011,2,"Cherokee County, Kansas",11,188,200,208
20021,2011,3,"Cherokee County, Kansas",11,208,217,226
20021,2011,4,"Cherokee County, Kansas",11,189,197,189
20037,2011,1,"Crawford County, Kansas",27,1019,1004,1053
20037,2011,2,"Crawford County, Kansas",26,906,908,894
20037,2011,3,"Crawford County, Kansas",27,858,881,911
20037,2011,4,"Crawford County, Kansas",26,911,906,924
20087,2011,1,"Jefferson County, Kansas",4,46,44,47
20087,2011,2,"Jefferson County, Kansas",4,45,44,49
20087,2011,3,"Jefferson County, Kansas",5,49,49,52
20087,2011,4,"Jefferson County, Kansas",4,48,50,47
20091,2011,1,"Johnson County, Kansas",349,6653,6559,6734
20091,2011,2,"Johnson County, Kansas",356,6861,7084,7195
20091,2011,3,"Johnson County, Kansas",359,7109,7119,6909
20091,2011,4,"Johnson County, Kansas",364,6984,6960,6947
20103,2011,1,"Leavenworth County, Kansas",31,528,538,573
20103,2011,2,"Leavenworth County, Kansas",31,582,587,596
20103,2011,3,"Leavenworth County, Kansas",31,585,585,573
20103,2011,4,"Leavenworth County, Kansas",31,560,543,524
20107,2011,1,"Linn County, Kansas",3,0,0,0
20107,2011,2,"Linn County, Kansas",3,0,0,0
20107,2011,3,"Linn County, Kansas",3,0,0,0
20107,2011,4,"Linn County, Kansas",3,0,0,0
20121,2011,1,"Miami County, Kansas",13,257,246,252
20121,2011,2,"Miami County, Kansas",13,259,269,284
20121,2011,3,"Miami County, Kansas",13,275,267,262
20121,2011,4,"Miami County, Kansas",12,0,0,0
20209,2011,1,"Wyandotte County, Kansas",95,1684,1651,1737
20209,2011,2,"Wyandotte County, Kansas",96,1749,1756,1760
20209,2011,3,"Wyandotte County, Kansas",96,1810,1825,1778
20209,2011,4,"Wyandotte County, Kansas",92,1754,1733,1717
29003,2011,1,"Andrew County, Missouri",6,80,83,85
29003,2011,2,"Andrew County, Missouri",6,92,95,100
29003,2011,3,"Andrew County, Missouri",7,97,95,101
29003,2011,4,"Andrew County, Missouri",6,85,87,81
29011,2011,1,"Barton County, Missouri",7,190,181,185
29011,2011,2,"Barton County, Missouri",7,225,221,220
29011,2011,3,"Barton County, Missouri",7,221,213,212
29011,2011,4,"Barton County, Missouri",7,205,202,205
29013,2011,1,"Bates County, Missouri",6,140,133,136
29013,2011,2,"Bates County, Missouri",6,149,158,148
29013,2011,3,"Bates County, Missouri",6,153,154,144
29013,2011,4,"Bates County, Missouri",6,145,143,140
29021,2011,1,"Buchanan County, Missouri",63,1345,1342,1379
29021,2011,2,"Buchanan County, Missouri",60,1423,1445,1411
29021,2011,3,"Buchanan County, Missouri",60,1375,1397,1358
29021,2011,4,"Buchanan County, Missouri",61,1350,1381,1368
29037,2011,1,"Cass County, Missouri",51,940,904,944
29037,2011,2,"Cass County, Missouri",51,952,1011,1029
29037,2011,3,"Cass County, Missouri",52,994,978,952
29037,2011,4,"Cass County, Missouri",52,956,968,931
29047,2011,1,"Clay County, Missouri",132,2685,2675,2748
29047,2011,2,"Clay County, Missouri",132,2877,3007,3003
29047,2011,3,"Clay County, Missouri",132,3002,3013,2902
29047,2011,4,"Clay County, Missouri",135,2928,2948,2962
29087,2011,1,"Holt County, Missouri",3,50,50,49
29087,2011,2,"Holt County, Missouri",3,54,58,58
29087,2011,3,"Holt County, Missouri",3,56,53,43
29087,2011,4,"Holt County, Missouri",3,45,49,49
29095,2011,1,"Jackson County, Missouri",496,9354,9281,9572
29095,2011,2,"Jackson County, Missouri",497,9741,10000,10151
29095,2011,3,"Jackson County, Missouri",495,10050,10053,9942
29095,2011,4,"Jackson County, Missouri",497,10079,10105,9997
29097,2011,1,"Jasper County, Missouri",100,1792,1790,1880
29097,2011,2,"Jasper County, Missouri",101,1956,1979,2095
29097,2011,3,"Jasper County, Missouri",97,1986,1953,2010
29097,2011,4,"Jasper County, Missouri",99,1996,2005,1988
29145,2011,1,"Newton County, Missouri",28,539,546,579
29145,2011,2,"Newton County, Missouri",28,587,621,657
29145,2011,3,"Newton County, Missouri",28,621,650,640
29145,2011,4,"Newton County, Missouri",27,563,561,552
29165,2011,1,"Platte County, Missouri",64,1102,1141,1276
29165,2011,2,"Platte County, Missouri",61,1286,1294,1273
29165,2011,3,"Platte County, Missouri",62,1250,1241,1206
29165,2011,4,"Platte County, Missouri",61,1229,1245,1273
29217,2011,1,"Vernon County, Missouri",13,248,245,254
29217,2011,2,"Vernon County, Missouri",13,272,277,279
29217,2011,3,"Vernon County, Missouri",13,274,271,277
29217,2011,4,"Vernon County, Missouri",13,259,257,258
20005,2012,1,"Atchison County, Kansas",12,200,210,210
20005,2012,2,"Atchison County, Kansas",12,229,241,233
20005,2012,3,"Atchison County, Kansas",12,220,226,226
20005,2012,4,"Atchison County, Kansas",12,227,222,223
20011,2012,1,"Bourbon County, Kansas",11,215,217,227
20011,2012,2,"Bourbon County, Kansas",12,238,249,254
20011,2012,3,"Bourbon County, Kansas",12,239,235,268
20011,2012,4,"Bourbon County, Kansas",11,252,240,239
20013,2012,1,"Brown County, Kansas",6,109,107,112
20013,2012,2,"Brown County, Kansas",7,113,110,108
20013,2012,3,"Brown County, Kansas",6,117,122,128
20013,2012,4,"Brown County, Kansas",6,112,120,121
20021,2012,1,"Cherokee County, Kansas",11,192,180,188
20021,2012,2,"Cherokee County, Kansas",11,192,199,197
20021,2012,3,"Cherokee County, Kansas",10,196,213,212
20021,2012,4,"Cherokee County, Kansas",10,215,208,215
20037,2012,1,"Crawford County, Kansas",25,890,894,892
20037,2012,2,"Crawford County, Kansas",25,912,880,858
20037,2012,3,"Crawford County, Kansas",25,862,891,915
20037,2012,4,"Crawford County, Kansas",24,913,932,917
20087,2012,1,"Jefferson County, Kansas",3,0,0,0
20087,2012,2,"Jefferson County, Kansas",3,0,0,0
20087,2012,3,"Jefferson County, Kansas",2,0,0,0
20087,2012,4,"Jefferson County, Kansas",2,0,0,0
20091,2012,1,"Johnson County, Kansas",378,7371,7380,7504
20091,2012,2,"Johnson County, Kansas",368,7749,8041,8107
20091,2012,3,"Johnson County, Kansas",368,8070,8029,7743
20091,2012,4,"Johnson County, Kansas",375,7708,7706,7813
20103,2012,1,"Leavenworth County, Kansas",28,496,497,506
20103,2012,2,"Leavenworth County, Kansas",27,510,520,506
20103,2012,3,"Leavenworth County, Kansas",28,524,533,527
20103,2012,4,"Leavenworth County, Kansas",28,548,521,524
20107,2012,1,"Linn County, Kansas",3,0,0,0
20107,2012,2,"Linn County, Kansas",3,0,0,0
20107,2012,3,"Linn County, Kansas",2,0,0,0
20107,2012,4,"Linn County, Kansas",2,0,0,0
20121,2012,1,"Miami County, Kansas",11,0,0,0
20121,2012,2,"Miami County, Kansas",11,0,0,0
20121,2012,3,"Miami County, Kansas",11,0,0,0
20121,2012,4,"Miami County, Kansas",12,232,252,255
20209,2012,1,"Wyandotte County, Kansas",93,1808,1825,1886
20209,2012,2,"Wyandotte County, Kansas",92,1893,1922,1912
20209,2012,3,"Wyandotte County, Kansas",90,1917,1956,1871
20209,2012,4,"Wyandotte County, Kansas",90,1904,1882,1876
29003,2012,1,"Andrew County, Missouri",7,83,79,89
29003,2012,2,"Andrew County, Missouri",7,93,98,100
29003,2012,3,"Andrew County, Missouri",7,95,101,97
29003,2012,4,"Andrew County, Missouri",7,90,90,89
29011,2012,1,"Barton County, Missouri",7,217,212,216
29011,2012,2,"Barton County, Missouri",8,214,223,229
29011,2012,3,"Barton County, Missouri",8,242,234,232
29011,2012,4,"Barton County, Missouri",8,227,218,220
29013,2012,1,"Bates County, Missouri",6,144,143,148
29013,2012,2,"Bates County, Missouri",6,138,150,148
29013,2012,3,"Bates County, Missouri",6,165,158,150
29013,2012,4,"Bates County, Missouri",6,112,113,110
29021,2012,1,"Buchanan County, Missouri",58,1278,1327,1362
29021,2012,2,"Buchanan County, Missouri",58,1406,1444,1417
29021,2012,3,"Buchanan County, Missouri",58,1390,1410,1405
29021,2012,4,"Buchanan County, Missouri",59,1428,1440,1432
29037,2012,1,"Cass County, Missouri",54,906,907,956
29037,2012,2,"Cass County, Missouri",53,980,1012,1017
29037,2012,3,"Cass County, Missouri",52,1009,1027,983
29037,2012,4,"Cass County, Missouri",52,966,936,958
29047,2012,1,"Clay County, Missouri",137,2941,2985,3022
29047,2012,2,"Clay County, Missouri",140,3060,3191,3199
29047,2012,3,"Clay County, Missouri",138,3178,3214,3111
29047,2012,4,"Clay County, Missouri",136,3221,3151,3208
29087,2012,1,"Holt County, Missouri",3,50,49,52
29087,2012,2,"Holt County, Missouri",3,52,49,53
29087,2012,3,"Holt County, Missouri",3,55,51,50
29087,2012,4,"Holt County, Missouri",3,47,50,51
29095,2012,1,"Jackson County, Missouri",496,9671,9719,9949
29095,2012,2,"Jackson County, Missouri",505,10058,10291,10332
29095,2012,3,"Jackson County, Missouri",505,10330,10492,10281
29095,2012,4,"Jackson County, Missouri",508,10226,10337,10285
29097,2012,1,"Jasper County, Missouri",97,1950,1924,2045
29097,2012,2,"Jasper County, Missouri",97,2105,2076,2063
29097,2012,3,"Jasper County, Missouri",98,2025,2020,1999
29097,2012,4,"Jasper County, Missouri",101,1963,1951,1997
29145,2012,1,"Newton County, Missouri",25,461,464,491
29145,2012,2,"Newton County, Missouri",24,539,576,561
29145,2012,3,"Newton County, Missouri",23,510,493,516
29145,2012,4,"Newton County, Missouri",23,498,496,490
29165,2012,1,"Platte County, Missouri",62,1274,1278,1273
29165,2012,2,"Platte County, Missouri",62,1317,1358,1343
29165,2012,3,"Platte County, Missouri",62,1324,1336,1302
29165,2012,4,"Platte County, Missouri",60,1343,1383,1369
29217,2012,1,"Vernon County, Missouri",13,249,243,259
29217,2012,2,"Vernon County, Missouri",12,245,241,242
29217,2012,3,"Vernon County, Missouri",12,244,237,218
29217,2012,4,"Vernon County, Missouri",13,234,239,230
20005,2013,1,"Atchison County, Kansas",13,255,252,264
20005,2013,2,"Atchison County, Kansas",13,262,266,262
20005,2013,3,"Atchison County, Kansas",13,254,259,261
20005,2013,4,"Atchison County, Kansas",13,262,261,254
20011,2013,1,"Bourbon County, Kansas",11,218,213,221
20011,2013,2,"Bourbon County, Kansas",11,236,244,244
20011,2013,3,"Bourbon County, Kansas",11,243,232,252
20011,2013,4,"Bourbon County, Kansas",11,252,256,246
20013,2013,1,"Brown County, Kansas",6,111,111,116
20013,2013,2,"Brown County, Kansas",5,109,111,113
20013,2013,3,"Brown County, Kansas",5,126,126,107
20013,2013,4,"Brown County, Kansas",5,120,120,104
20021,2013,1,"Cherokee County, Kansas",11,190,209,225
20021,2013,2,"Cherokee County, Kansas",11,239,244,217
20021,2013,3,"Cherokee County, Kansas",10,226,227,221
20021,2013,4,"Cherokee County, Kansas",10,213,207,214
20037,2013,1,"Crawford County, Kansas",23,810,836,850
20037,2013,2,"Crawford County, Kansas",23,891,856,813
20037,2013,3,"Crawford County, Kansas",25,754,730,743
20037,2013,4,"Crawford County, Kansas",25,794,782,842
20087,2013,1,"Jefferson County, Kansas",2,0,0,0
20087,2013,2,"Jefferson County, Kansas",2,0,0,0
20087,2013,3,"Jefferson County, Kansas",2,0,0,0
20087,2013,4,"Jefferson County, Kansas",2,0,0,0
20091,2013,1,"Johnson County, Kansas",389,7715,7628,7779
20091,2013,2,"Johnson County, Kansas",395,7956,8140,8256
20091,2013,3,"Johnson County, Kansas",408,8215,8214,7850
20091,2013,4,"Johnson County, Kansas",402,7991,8009,7979
20103,2013,1,"Leavenworth County, Kansas",30,550,556,571
20103,2013,2,"Leavenworth County, Kansas",31,568,572,596
20103,2013,3,"Leavenworth County, Kansas",32,645,653,630
20103,2013,4,"Leavenworth County, Kansas",32,622,597,585
20107,2013,1,"Linn County, Kansas",2,0,0,0
20107,2013,2,"Linn County, Kansas",2,0,0,0
20107,2013,3,"Linn County, Kansas",2,0,0,0
20107,2013,4,"Linn County, Kansas",2,0,0,0
20121,2013,1,"Miami County, Kansas",12,0,0,0
20121,2013,2,"Miami County, Kansas",12,0,0,0
20121,2013,3,"Miami County, Kansas",12,0,0,0
20121,2013,4,"Miami County, Kansas",12,0,0,0
20209,2013,1,"Wyandotte County, Kansas",88,1821,1798,1801
20209,2013,2,"Wyandotte County, Kansas",89,1836,1867,1866
20209,2013,3,"Wyandotte County, Kansas",98,2101,1879,1803
20209,2013,4,"Wyandotte County, Kansas",96,1845,1835,1818
29003,2013,1,"Andrew County, Missouri",7,82,85,84
29003,2013,2,"Andrew County, Missouri",7,87,84,87
29003,2013,3,"Andrew County, Missouri",7,78,85,91
29003,2013,4,"Andrew County, Missouri",6,80,82,79
29011,2013,1,"Barton County, Missouri",8,213,209,205
29011,2013,2,"Barton County, Missouri",8,254,251,255
29011,2013,3,"Barton County, Missouri",8,267,268,266
29011,2013,4,"Barton County, Missouri",8,241,236,228
29013,2013,1,"Bates County, Missouri",6,128,121,129
29013,2013,2,"Bates County, Missouri",6,149,151,160
29013,2013,3,"Bates County, Missouri",7,159,157,155
29013,2013,4,"Bates County, Missouri",7,150,147,144
29021,2013,1,"Buchanan County, Missouri",61,1407,1433,1436
29021,2013,2,"Buchanan County, Missouri",61,1475,1506,1534
29021,2013,3,"Buchanan County, Missouri",62,1531,1544,1480
29021,2013,4,"Buchanan County, Missouri",62,1464,1466,1427
29037,2013,1,"Cass County, Missouri",54,978,980,999
29037,2013,2,"Cass County, Missouri",55,1030,1056,1089
29037,2013,3,"Cass County, Missouri",56,1084,1043,1010
29037,2013,4,"Cass County, Missouri",55,1044,1029,1032
29047,2013,1,"Clay County, Missouri",137,3122,3055,3108
29047,2013,2,"Clay County, Missouri",137,3185,3215,3261
29047,2013,3,"Clay County, Missouri",137,3324,3360,3259
29047,2013,4,"Clay County, Missouri",140,3245,3175,3214
29087,2013,1,"Holt County, Missouri",3,48,52,56
29087,2013,2,"Holt County, Missouri",3,50,52,53
29087,2013,3,"Holt County, Missouri",2,0,0,0
29087,2013,4,"Holt County, Missouri",3,0,0,0
29095,2013,1,"Jackson County, Missouri",499,10042,10073,10185
29095,2013,2,"Jackson County, Missouri",495,10379,10702,10755
29095,2013,3,"Jackson County, Missouri",499,10782,10680,10531
29095,2013,4,"Jackson County, Missouri",506,10775,10681,10671
29097,2013,1,"Jasper County, Missouri",98,1832,1821,1886
29097,2013,2,"Jasper County, Missouri",100,2001,2094,2037
29097,2013,3,"Jasper County, Missouri",96,1905,1860,1850
29097,2013,4,"Jasper County, Missouri",97,1888,1880,1878
29145,2013,1,"Newton County, Missouri",25,555,548,566
29145,2013,2,"Newton County, Missouri",25,609,633,619
29145,2013,3,"Newton County, Missouri",24,579,583,616
29145,2013,4,"Newton County, Missouri",26,591,649,654
29165,2013,1,"Platte County, Missouri",61,1250,1222,1231
29165,2013,2,"Platte County, Missouri",60,1261,1285,1321
29165,2013,3,"Platte County, Missouri",62,1313,1333,1300
29165,2013,4,"Platte County, Missouri",61,1294,1314,1305
29217,2013,1,"Vernon County, Missouri",12,211,219,222
29217,2013,2,"Vernon County, Missouri",12,245,260,257
29217,2013,3,"Vernon County, Missouri",11,261,256,233
29217,2013,4,"Vernon County, Missouri",13,256,246,247
20005,2014,1,"Atchison County, Kansas",13,244,248,267
20005,2014,2,"Atchison County, Kansas",11,249,262,258
20005,2014,3,"Atchison County, Kansas",11,258,260,239
20005,2014,4,"Atchison County, Kansas",11,229,229,236
20011,2014,1,"Bourbon County, Kansas",9,227,219,223
20011,2014,2,"Bourbon County, Kansas",9,247,247,227
20011,2014,3,"Bourbon County, Kansas",9,229,222,228
20011,2014,4,"Bourbon County, Kansas",10,248,230,226
20013,2014,1,"Brown County, Kansas",4,95,95,105
20013,2014,2,"Brown County, Kansas",4,94,111,110
20013,2014,3,"Brown County, Kansas",4,115,114,109
20013,2014,4,"Brown County, Kansas",4,112,108,112
20021,2014,1,"Cherokee County, Kansas",10,199,203,219
20021,2014,2,"Cherokee County, Kansas",10,236,242,243
20021,2014,3,"Cherokee County, Kansas",10,225,230,228
20021,2014,4,"Cherokee County, Kansas",11,213,217,216
20037,2014,1,"Crawford County, Kansas",25,820,848,906
20037,2014,2,"Crawford County, Kansas",26,898,870,845
20037,2014,3,"Crawford County, Kansas",27,867,863,883
20037,2014,4,"Crawford County, Kansas",27,854,849,832
20087,2014,1,"Jefferson County, Kansas",2,0,0,0
20087,2014,2,"Jefferson County, Kansas",2,0,0,0
20087,2014,3,"Jefferson County, Kansas",2,0,0,0
20087,2014,4,"Jefferson County, Kansas",3,0,0,0
20091,2014,1,"Johnson County, Kansas",387,7658,7611,7710
20091,2014,2,"Johnson County, Kansas",380,7885,8118,8289
20091,2014,3,"Johnson County, Kansas",379,8251,8143,8003
20091,2014,4,"Johnson County, Kansas",388,8015,8062,7992
20103,2014,1,"Leavenworth County, Kansas",31,579,567,591
20103,2014,2,"Leavenworth County, Kansas",31,614,615,607
20103,2014,3,"Leavenworth County, Kansas",31,626,649,635
20103,2014,4,"Leavenworth County, Kansas",32,635,705,671
20107,2014,1,"Linn County, Kansas",2,0,0,0
20107,2014,2,"Linn County, Kansas",2,0,0,0
20107,2014,3,"Linn County, Kansas",2,0,0,0
20107,2014,4,"Linn County, Kansas",2,0,0,0
20121,2014,1,"Miami County, Kansas",12,250,252,247
20121,2014,2,"Miami County, Kansas",12,0,0,0
20121,2014,3,"Miami County, Kansas",12,0,0,0
20121,2014,4,"Miami County, Kansas",12,0,0,0
20209,2014,1,"Wyandotte County, Kansas",98,1805,1818,1855
20209,2014,2,"Wyandotte County, Kansas",97,1905,1950,1953
20209,2014,3,"Wyandotte County, Kansas",97,1948,1927,1922
20209,2014,4,"Wyandotte County, Kansas",97,1890,1889,1865
29003,2014,1,"Andrew County, Missouri",6,76,80,87
29003,2014,2,"Andrew County, Missouri",6,87,86,89
29003,2014,3,"Andrew County, Missouri",5,90,80,80
29003,2014,4,"Andrew County, Missouri",5,68,69,68
29011,2014,1,"Barton County, Missouri",8,209,204,207
29011,2014,2,"Barton County, Missouri",8,237,241,243
29011,2014,3,"Barton County, Missouri",8,256,261,247
29011,2014,4,"Barton County, Missouri",8,228,232,219
29013,2014,1,"Bates County, Missouri",7,143,138,146
29013,2014,2,"Bates County, Missouri",7,168,175,180
29013,2014,3,"Bates County, Missouri",7,168,170,166
29013,2014,4,"Bates County, Missouri",7,160,156,154
29021,2014,1,"Buchanan County, Missouri",60,1424,1409,1465
29021,2014,2,"Buchanan County, Missouri",58,1392,1391,1413
29021,2014,3,"Buchanan County, Missouri",58,1417,1422,1409
29021,2014,4,"Buchanan County, Missouri",61,1409,1386,1363
29037,2014,1,"Cass County, Missouri",56,1069,1011,1055
29037,2014,2,"Cass County, Missouri",55,1069,1105,1125
29037,2014,3,"Cass County, Missouri",55,1122,1122,1101
29037,2014,4,"Cass County, Missouri",54,1059,1044,1014
29047,2014,1,"Clay County, Missouri",138,3179,3093,3229
29047,2014,2,"Clay County, Missouri",134,3271,3329,3371
29047,2014,3,"Clay County, Missouri",135,3342,3350,3358
29047,2014,4,"Clay County, Missouri",137,3348,3311,3344
29087,2014,1,"Holt County, Missouri",2,0,0,0
29087,2014,2,"Holt County, Missouri",2,0,0,0
29087,2014,3,"Holt County, Missouri",2,0,0,0
29087,2014,4,"Holt County, Missouri",2,0,0,0
29095,2014,1,"Jackson County, Missouri",528,10915,10670,10885
29095,2014,2,"Jackson County, Missouri",528,11362,11429,11469
29095,2014,3,"Jackson County, Missouri",529,11293,11312,11085
29095,2014,4,"Jackson County, Missouri",533,11199,11100,11159
29097,2014,1,"Jasper County, Missouri",100,1878,1861,1899
29097,2014,2,"Jasper County, Missouri",97,1950,1977,1926
29097,2014,3,"Jasper County, Missouri",99,1925,2011,2005
29097,2014,4,"Jasper County, Missouri",101,1960,1919,1949
29145,2014,1,"Newton County, Missouri",28,632,603,640
29145,2014,2,"Newton County, Missouri",27,658,673,650
29145,2014,3,"Newton County, Missouri",27,632,659,661
29145,2014,4,"Newton County, Missouri",27,645,630,618
29165,2014,1,"Platte County, Missouri",64,1302,1266,1313
29165,2014,2,"Platte County, Missouri",64,1383,1406,1407
29165,2014,3,"Platte County, Missouri",64,1364,1381,1331
29165,2014,4,"Platte County, Missouri",64,1286,1287,1355
29217,2014,1,"Vernon County, Missouri",13,235,234,241
29217,2014,2,"Vernon County, Missouri",13,261,269,267
29217,2014,3,"Vernon County, Missouri",13,240,246,249
29217,2014,4,"Vernon County, Missouri",13,253,261,277
20005,2015,1,"Atchison County, Kansas",11,231,231,248
20005,2015,2,"Atchison County, Kansas",11,245,254,246
20005,2015,3,"Atchison County, Kansas",11,247,256,248
20005,2015,4,"Atchison County, Kansas",11,238,233,237
20011,2015,1,"Bourbon County, Kansas",10,218,226,223
20011,2015,2,"Bourbon County, Kansas",10,214,230,231
20011,2015,3,"Bourbon County, Kansas",11,238,285,279
20011,2015,4,"Bourbon County, Kansas",10,252,252,240
20013,2015,1,"Brown County, Kansas",4,103,107,110
20013,2015,2,"Brown County, Kansas",4,116,114,113
20013,2015,3,"Brown County, Kansas",4,113,107,107
20013,2015,4,"Brown County, Kansas",4,115,108,110
20021,2015,1,"Cherokee County, Kansas",11,204,217,219
20021,2015,2,"Cherokee County, Kansas",12,234,239,236
20021,2015,3,"Cherokee County, Kansas",12,262,270,256
20021,2015,4,"Cherokee County, Kansas",12,253,262,251
